time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,3.6205654399217946e-08,-1.0198738668645266e-08,10.009294404710351,6.283174906899561,6.282825703298297,0.0,1.975625157180107e-05,-1.0289499240843423e-06,0.30978086992209536,-0.0005223219425454493,-0.022022181414062078,0.0,500.2599104052215,498.654148605473,498.65484500629105,498.61669885634024
0.12000000000000001,1.5570086862772998e-05,-2.6518270860425914e-07,10.034200328987698,0.00013339981232629583,6.281635760387621,0.0,0.0006462580110390102,-1.5132748329282394e-07,0.5203438540410976,0.007675084020062131,-0.01577803303397096,0.0,471.64586581777485,472.1278483602476,469.4036693166152,470.0392297450106
0.18,9.630605869189097e-05,5.624901254812039e-06,10.072055681175364,0.0010198836365624686,6.280611515631579,0.0,0.0021627619801276865,0.00028063316127182106,0.7413835397296562,0.026134203522518024,-0.01979016603103973,0.0,474.433417631827,474.12541212578935,473.1414500307077,474.56015954664275
0.23999999999999996,0.00029334739346228436,5.4374878857772485e-05,10.123183646761735,0.0026592236436044914,6.279867014768747,0.0,0.004517075483955999,0.0015366640824698843,0.9627211760285482,0.029598257645999746,-0.0006863109275778113,0.0,474.3571403313383,475.8217982771856,473.6297442839585,473.8961818183505
0.3,0.0006427841025759385,0.00021724558021807335,10.186938169006357,0.0044440086321957395,6.279339726267683,0.0,0.0071522309840335455,0.004099640790309514,1.162247270266092,0.030041050554724027,-0.03454495425072146,0.0,469.12383578994337,466.4877236539156,468.8962593518513,468.9308773273854
0.36000000000000004,0.0011652435977356618,0.0005704062695319934,10.261068888695714,0.007347566616488166,6.276931617897947,0.0,0.010502632912983308,0.007943040281353675,1.3086178796715526,0.07106380775578905,-0.05469554419448178,0.0,453.56603710769394,451.9440832668169,451.04879894808164,454.3505277604175
0.4200000000000001,0.0019376729032099082,0.0012158234617092938,10.342682718687398,0.011539673497905412,6.273797465782366,0.0,0.015572443424752296,0.014003147054070318,1.4117149494363044,0.06736503076341027,-0.04772335646966777,0.0,440.0429671938483,440.6178761215047,439.0284000998849,438.725214524246
0.48000000000000015,0.003075892789870875,0.0023087339718519317,10.430285519601656,0.015689168160522904,6.270983131048766,0.0,0.02265507100184843,0.02284152396955698,1.508247251224183,0.07252130863158321,-0.04531873334692539,0.0,437.19887469298624,437.3978034030448,438.1031757532903,438.53534430699153
0.5400000000000001,0.004673239484826501,0.003988222014215841,10.521857440614989,0.01992361099209905,6.2683210982925885,0.0,0.030838061698098742,0.03353795322481254,1.5440917687789886,0.06636600891461995,-0.04252957085470456,0.0,418.5933902882451,418.8347623836553,418.3374168672584,417.80528973192963
0.6000000000000002,0.006892197053651935,0.006497298388836932,10.620880620822444,0.024037461105036684,6.265354928117604,0.0,0.04344281662761607,0.05057203850930716,1.75636336873674,0.07263123435530668,-0.06914702639372848,0.0,474.38672692630087,472.337034229269,473.4916852623835,473.9766161563798
0.6600000000000003,0.009917768607192266,0.010094425389641165,10.731239105232238,0.02869897204264049,6.262427668585264,0.0,0.05778147256804504,0.06983083873507862,1.921967896452199,0.08625985825171617,-0.024610022541913048,0.0,458.77214850919444,462.2926318865212,459.55992520682844,460.64335746369727
0.7200000000000003,0.01383817458990602,0.0149249354264233,10.850453534816799,0.03471417559380807,6.260999882994135,0.0,0.07304839594281444,0.091784133191953,2.0515991475324435,0.11918796586639452,-0.02221714002607844,0.0,449.9315860894487,450.1252042185401,448.4785237717065,451.1529863812945
0.7800000000000004,0.018665615208461158,0.021146524041426636,10.975695759142482,0.04233612766777828,6.2597235599447885,0.0,0.08799075069900092,0.11632260726871435,2.122979224677142,0.13932772643442445,-0.019446046912405656,0.0,431.82331277293974,432.0569815533647,431.3448591728666,433.057156640511
0.8400000000000004,0.024436362467796926,0.029035967768530725,11.106143501194502,0.05064472256269781,6.258204570507203,0.0,0.10449621239470307,0.14750253049571596,2.2250401481557387,0.13671959298974146,-0.04088585276712296,0.0,443.34383543221986,441.5786336422483,442.0734778855576,441.87642482814914
0.9000000000000005,0.031126248729553718,0.038747318772562454,11.238480175814823,0.05905871881953928,6.255570315937444,0.0,0.11870844362528842,0.17688983390522903,2.1862114179364283,0.14646210067728932,-0.0507498099725651,0.0,396.93495604958684,396.0273519763456,394.815584432016,395.73427100464414
0.9600000000000005,0.038764598687436196,0.05047127284205519,11.370273630903826,0.06743003213390875,6.252722775624829,0.0,0.13616742763623202,0.21468464492032982,2.20680156125825,0.11968801737931509,-0.04158014418490939,0.0,416.11422259130933,416.91458666595986,417.13843363623624,414.81291930268856
1.0200000000000005,0.04759813624968772,0.06482739935832833,11.506439848010595,0.07493712695392585,6.25054763364507,0.0,0.15852106130631485,0.264611979464605,2.331754112972301,0.13421117019814494,-0.027298707140544602,0.0,450.3468253115783,451.4998486135738,448.6979674465165,449.8893143319327
1.0800000000000005,0.057736089922237055,0.08215762354405758,11.647666527697801,0.08243832430195575,6.249192451936548,0.0,0.17954617711943205,0.313795947769978,2.3756381108283127,0.09137276388886006,-0.014522844555554902,0.0,424.74127433174476,425.83543989973174,426.37724402957593,422.71558905830517
1.1400000000000006,0.06928753685799764,0.10288546509580296,11.795266991884763,0.08813483025403368,6.248154697012875,0.0,0.2055950749121308,0.37772601003422485,2.5439461210707144,0.10126016262918397,-0.023515609435407266,0.0,464.82942038205704,464.1242646061807,463.9127900063906,464.69567340982445
